% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=799291, Sat Mar 22 10:12:56 2025, <python>{}</python>
1 10 0.4247371080455514 0 0 0.42577789324074283 0.40839676041716055 0.41743432429093064 0.4110687102450988 0.42832518952083265 0.4178697260532768 0.4119951041546307 0.4165539134311466
2 20 0.3825563865160106 0 0 0.38328169345558744 0.36046258842821893 0.3791829600438109 0.3683651878132558 0.37681572615067965 0.3705117081294096 0.35322469645727195 0.3766519403859637
3 30 0.3637773808325411 0 0 0.3600368134650671 0.34305428619905465 0.35427785920863575 0.3399855543798359 0.36051412295679225 0.344096641770467 0.3301915601320602 0.3650208844089191
4 40 0.3446554484624072 0 0 0.3515468326119135 0.3108827606745049 0.3336303561126485 0.3056783449674449 0.33174803427468064 0.32427829340622266 0.319730939622211 0.3435131433751548
5 50 0.3089432447833964 0 0 0.3125673644744349 0.2794931190381966 0.27164623937526533 0.2684673520802076 0.29450217687479907 0.28715800647734757 0.2817519707647412 0.30946792661582706
6 60 0.28338637583891485 0 0 0.28622333410898115 0.26015989247548676 0.2439093553516197 0.23407752653120378 0.2703744647466768 0.25277922499188765 0.2610025546797234 0.28493476228415143
7 70 0.25249040163187264 0 0 0.2517216176144377 0.2251946677685316 0.21794142038798017 0.21032139439207392 0.23629101163531963 0.21568330176053555 0.2234791505018069 0.24606958774328158
8 80 0.2312102683192237 0 0 0.22999488045080813 0.20724593119179452 0.19725429844698852 0.19289019257100357 0.20532989195747162 0.19528338052737967 0.19658320460277928 0.22447635662475235
9 90 0.20551216532725494 0 0 0.20026632169184644 0.183562853015536 0.17337531600864403 0.16920209118562243 0.1815330030931457 0.1711101333268063 0.16763817649782434 0.19046353719150066
10 100 0.18278168796853864 0 0 0.16852958078043523 0.16157119480615897 0.15167400071802506 0.14833847889006835 0.1595312110465638 0.14377926322900308 0.15013296487316619 0.17014238083775546
11 110 0.16024545587210767 0 0 0.14642938460689667 0.14167766923946742 0.1269780247584838 0.12939894132823357 0.13788655795729152 0.12566606690137092 0.1323300122593412 0.14585807066771617
12 120 0.1506959930571934 0 0 0.13127599644617963 0.13283920016736242 0.1179591048672912 0.12114096412684272 0.12446942708697953 0.11741540400100879 0.12542378739024554 0.14343339637691366
13 130 0.13761252930317658 0 0 0.11903868007764103 0.11669841031344222 0.10820006409343041 0.11015926283300524 0.1074367406926598 0.10703001519836508 0.11332548913743538 0.12936546862210221
